id,collection,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en],pdf_filename,issueurl,pdfname,title,author_problem,date-text,author_citation
+,2451/61976,"Garrison, Peggy",,2003,,"Peggy Garrison, ""Switching,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/zgfj-42cc",https://doi.org/10.33682/zgfj-42cc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Switching,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202154.pdf,http://www.nyu.edu/calabash/vol2no2/,0202154.pdf,Switching,,Summer-Fall 2003,Peggy Garrison
+,2451/61976,"Garrison, Peggy",,2003,,"Peggy Garrison, ""When,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/pvd2-n7db",https://doi.org/10.33682/pvd2-n7db,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,When,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202156.pdf,http://www.nyu.edu/calabash/vol2no2/,0202156.pdf,When,,Summer-Fall 2003,Peggy Garrison
+,2451/61976,"Johnson, Jacqueline Joan",,2003,,"Jacqueline Joan Johnson, ""Search,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/19rr-mes8",https://doi.org/10.33682/19rr-mes8,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Search,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202162.pdf,http://www.nyu.edu/calabash/vol2no2/,0202162.pdf,Search,,Summer-Fall 2003,Jacqueline Joan Johnson
+,2451/61976,"Johnson, Jacqueline Joan",,2003,,"Jacqueline Joan Johnson, ""Bruised Fruit (Pantoun -- A Variation),"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/vw65-myt6",https://doi.org/10.33682/vw65-myt6,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Bruised Fruit (Pantoun -- A Variation),Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202163.pdf,http://www.nyu.edu/calabash/vol2no2/,0202163.pdf,Bruised Fruit (Pantoun -- A Variation),,Summer-Fall 2003,Jacqueline Joan Johnson
+,2451/61976,"Johnson, Jacqueline Joan",,2003,,"Jacqueline Joan Johnson, ""Small Things God,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/119h-wrjd",https://doi.org/10.33682/119h-wrjd,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Small Things God,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202164.pdf,http://www.nyu.edu/calabash/vol2no2/,0202164.pdf,Small Things God,,Summer-Fall 2003,Jacqueline Joan Johnson
+,2451/61976,"Johnson, Jacqueline Joan",,2003,,"Jacqueline Joan Johnson, ""Bedstuy Notebook,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/c47g-stx0",https://doi.org/10.33682/c47g-stx0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Bedstuy Notebook,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202166.pdf,http://www.nyu.edu/calabash/vol2no2/,0202166.pdf,Bedstuy Notebook,,Summer-Fall 2003,Jacqueline Joan Johnson
+,2451/61976,"Vazquez, Lourdes",,2002,,"Lourdes Vazquez, ""The Southernmost Point,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/gngj-tds4",https://doi.org/10.33682/gngj-tds4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Southernmost Point,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,The_Southernmost_Point.pdf,http://www.nyu.edu/calabash/vol2no1/,The Southernmost Point.pdf,The Southernmost Point,,Fall 2002,Lourdes Vazquez
+,2451/61976,"Bishop, Jacqueline",,2002,,"Jacqueline Bishop, ""Brown Girl In The Ring,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/u27a-wa2d",https://doi.org/10.33682/u27a-wa2d,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Brown Girl In The Ring,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Brown_Girl_In_The_Ring.pdf,http://www.nyu.edu/calabash/vol2no1/,Brown Girl In The Ring.pdf,Brown Girl In The Ring,,Fall 2002,Jacqueline Bishop
+,2451/61976,"Edwards, Gus",,2002,,"Gus Edwards, ""Calypso Man's Blues,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/hx04-eqq6",https://doi.org/10.33682/hx04-eqq6,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Calypso Man's Blues,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Calypso_Man's_Blues.pdf,http://www.nyu.edu/calabash/vol2no1/,Calypso Man's Blues.pdf,Calypso Man's Blues,,Fall 2002,Gus Edwards
+,2451/61976,"Carmicheal, James",,2002,,"James Carmicheal, ""This Place,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/p2gx-f1qy",https://doi.org/10.33682/p2gx-f1qy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,This Place,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,This_Place.pdf,http://www.nyu.edu/calabash/vol2no1/,This Place.pdf,This Place,,Fall 2002,James Carmicheal
+,2451/61976,"Hainsley, Billison O.",,2002,,"Billison O. Hainsley, ""Fight On The Playground,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/baum-g5jz",https://doi.org/10.33682/baum-g5jz,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fight On The Playground,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Fight_On_The_Playground.pdf,http://www.nyu.edu/calabash/vol2no1/,Fight On The Playground.pdf,Fight On The Playground,,Fall 2002,Billison O. Hainsley
+,2451/61976,"Saunders, Patricia J.",,2002,,"Patricia J. Saunders, ""The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/3myy-5x4m",https://doi.org/10.33682/3myy-5x4m,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,The_Meeting_Place_of_Creole.pdf,http://www.nyu.edu/calabash/vol2no1/,The Meeting Place of Creole.pdf,The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,,Fall 2002,Patricia J. Saunders
+,2451/61976,"Ecury, Nydia",,2001,,"Nydia Ecury, ""No Matter What,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/ysaq-g957",https://doi.org/10.33682/ysaq-g957,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,No Matter What,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,No_Matter_What.pdf,http://www.nyu.edu/calabash/vol1no2/,No Matter What.pdf,No Matter What,,Spring-Summer 2001,Nydia Ecury
+,2451/61976,"Ecury, Nydia",,2001,,"Nydia Ecury, ""Which Other One,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/fqrj-z67q",https://doi.org/10.33682/fqrj-z67q,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Which Other One,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Which_Other_One.pdf,http://www.nyu.edu/calabash/vol1no2/,Which Other One.pdf,Which Other One,,Spring-Summer 2001,Nydia Ecury
+,2451/61976,"Badejo, Fabian Adekunle",,2001,,"Fabian Adekunle Badejo, ""Modern Literature In English In The Dutch Windward Islands,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/rge2-qemn",https://doi.org/10.33682/rge2-qemn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Modern Literature In English In The Dutch Windward Islands,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Modern_Literature_in_English.pdf,http://www.nyu.edu/calabash/vol1no2/,Modern Literature in English.pdf,Modern Literature In English In The Dutch Windward Islands,,Spring-Summer 2001,Fabian Adekunle Badejo
+,2451/61976,"Adisa, Opal Palmer",,2001,,"Opal Palmer Adisa, ""A Writer In The Carribean,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/4v00-u2c8",https://doi.org/10.33682/4v00-u2c8,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Writer In The Carribean,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,A_Writer_In_The_Carribean.pdf,http://www.nyu.edu/calabash/vol1no2/,A Writer In The Carribean.pdf,A Writer In The Carribean,,Spring-Summer 2001,Opal Palmer Adisa
+,2451/61976,"Brebion, Dominique",,2001,,"Dominique Brebion, ""The Visual Art of the Francophone Carribean,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/e1ax-3evr",https://doi.org/10.33682/e1ax-3evr,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Visual Art of the Francophone Carribean,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,The_Visual_Art_Of_The_Francap.pdf,http://www.nyu.edu/calabash/vol1no2/,The Visual Art Of The Francap.pdf,The Visual Art of the Francophone Carribean,,Spring-Summer 2001,Dominique Brebion
+,2451/61976,"Walcott, C.M. Harclyde",,2003,,"C.M. Harclyde Walcott, ""The Seed,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/sexw-5m1e",https://doi.org/10.33682/sexw-5m1e,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Seed,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202167.pdf,http://www.nyu.edu/calabash/vol2no2/,0202167.pdf,The Seed,,Summer-Fall 2003,C.M. Harclyde Walcott
+,2451/61976,"Walcott, C.M. Harclyde",,2003,,"C.M. Harclyde Walcott, ""Imagining,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 2 (Summer-Fall 2003), https://doi.org/10.33682/0m4u-k6ye",https://doi.org/10.33682/0m4u-k6ye,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Imagining,Article,2,Calabash: a Journal of Caribbean Arts and Letters,2,0202168.pdf,http://www.nyu.edu/calabash/vol2no2/,0202168.pdf,Imagining,,Summer-Fall 2003,C.M. Harclyde Walcott
+,2451/61976,"Power, Kevin Clark",,2002,,"Kevin Clark Power, ""Cruising: Contemporary Art of the Anglophone Carribean,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/spvk-d8gy",https://doi.org/10.33682/spvk-d8gy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Cruising: Contemporary Art of the Anglophone Carribean,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Cruising.pdf,http://www.nyu.edu/calabash/vol2no1/,Cruising.pdf,Cruising: Contemporary Art of the Anglophone Carribean,,Fall 2002,Kevin Clark Power
+,2451/61976,"Sylvain, Patrick",,2002,,"Patrick Sylvain, ""Death & Apathy at the Crossroads,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/jwn8-729v",https://doi.org/10.33682/jwn8-729v,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Death & Apathy at the Crossroads,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Death_and_Apathy.pdf,http://www.nyu.edu/calabash/vol2no1/,Death and Apathy.pdf,Death & Apathy at the Crossroads,,Fall 2002,Patrick Sylvain
+,2451/61976,"McCallum, Shara",,2002,,"Shara McCallum, ""Writing the Self, the Self that Writes,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/ewbc-16zb",https://doi.org/10.33682/ewbc-16zb,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Writing the Self, the Self that Writes",Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Writing_the_Self.pdf,http://www.nyu.edu/calabash/vol2no1/,Writing the Self.pdf,"Writing the Self, the Self that Writes",,Fall 2002,Shara McCallum
+,2451/61976,"Allen, Rose Mary",,2002,,"Rose Mary Allen, ""Tur hende a papia un ko - African Curacoan Women,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/41xr-0qcy",https://doi.org/10.33682/41xr-0qcy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Tur hende a papia un ko - African Curacoan Women,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Tur_hende_a_papia_un_ko.pdf,http://www.nyu.edu/calabash/vol2no1/,Tur hende a papia un ko.pdf,Tur hende a papia un ko - African Curacoan Women,,Fall 2002,Rose Mary Allen
+,2451/61976,"Brown, Micheal A.",,2001,,"Micheal A. Brown, ""España inmortal - Lorenzo Homar's Prints,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/gbq4-tbc0",https://doi.org/10.33682/gbq4-tbc0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,España inmortal - Lorenzo Homar's Prints,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Espana_inmortal.pdf,http://www.nyu.edu/calabash/vol1no2/,Espana inmortal.pdf,España inmortal - Lorenzo Homar's Prints,,Spring-Summer 2001,Micheal A. Brown
+,2451/61976,"Dapena, Gerard",,2001,,"Gerard Dapena, ""Tropical Excess: Carribean Art & The Baroque,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/prfg-ds0r",https://doi.org/10.33682/prfg-ds0r,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Tropical Excess: Carribean Art & The Baroque,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Tropical_Excess.pdf,http://www.nyu.edu/calabash/vol1no2/,Tropical Excess.pdf,Tropical Excess: Carribean Art & The Baroque,,Spring-Summer 2001,Gerard Dapena
+,2451/61976,"Sullivan, Edward J.",,2001,,"Edward J. Sullivan, ""Spirit Travellers: Painting By Edouard Duval-Carrie,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/2u8f-hcwf",https://doi.org/10.33682/2u8f-hcwf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Spirit Travellers: Painting By Edouard Duval-Carrie,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Spirit_Travellers.pdf,http://www.nyu.edu/calabash/vol1no2/,Spirit Travellers.pdf,Spirit Travellers: Painting By Edouard Duval-Carrie,,Spring-Summer 2001,Edward J. Sullivan
+,2451/61976,"Edouard, Duval-Carrie",,2001,,"Duval-Carrie Edouard, ""Artist Statement,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/ed2b-9x39",https://doi.org/10.33682/ed2b-9x39,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Artist Statement,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,The_Landing.pdf,http://www.nyu.edu/calabash/vol1no2/,The Landing.pdf,Artist Statement,,Spring-Summer 2001,Duval-Carrie Edouard
+,2451/61976,"Monsanto, Tony",,2001,,"Tony Monsanto, ""Artist Statement,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/d8gf-9579",https://doi.org/10.33682/d8gf-9579,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Artist Statement,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,Monsanto_Statement.pdf,http://www.nyu.edu/calabash/vol1no2/,Monsanto Statement.pdf,Artist Statement,,Spring-Summer 2001,Tony Monsanto
+,2451/61976,"Calderaro, Michela A.",,2001,,"Michela A. Calderaro, ""True Music Of The Spheres: A Review Of Paule Marshall's The Fisher King,"" Calabash: a Journal of Caribbean Arts and Letters 1, no. 2 (Spring-Summer 2001), https://doi.org/10.33682/a55h-7ez2",https://doi.org/10.33682/a55h-7ez2,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,True Music Of The Spheres: A Review Of Paule Marshall's The Fisher King,Article,2,Calabash: a Journal of Caribbean Arts and Letters,1,True_Music_Of_The_Spheres.pdf,http://www.nyu.edu/calabash/vol1no2/,True Music Of The Spheres.pdf,True Music Of The Spheres: A Review Of Paule Marshall's The Fisher King,,Spring-Summer 2001,Michela A. Calderaro
+,2451/61976,"Calderaro, Michela A.",,2002,,"Michela A. Calderaro, ""Words Give Love Too: A Review,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/day1-n31t",https://doi.org/10.33682/day1-n31t,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Words Give Love Too: A Review,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Words_Give_Love_Too.pdf,http://www.nyu.edu/calabash/vol2no1/,Words Give Love Too.pdf,Words Give Love Too: A Review,,Fall 2002,Michela A. Calderaro
+,2451/61976,"Kim, Christine Y.||Sirmans, Franklin",,2002,,"Christine Y. Kim, Franklin Sirmans, ""Micheal Richards,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/r2dc-5pv4",https://doi.org/10.33682/r2dc-5pv4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Micheal Richards,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2,Micheal_Richards.pdf,http://www.nyu.edu/calabash/vol2no1/,Micheal Richards.pdf,Micheal Richards,,Fall 2002,"Christine Y. Kim, Franklin Sirmans"
+,2451/61976,"McLean, Dolace",,2006,,"Dolace McLean, ""And the Excitement Continues...,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/h5hj-uzw0",https://doi.org/10.33682/h5hj-uzw0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,And the Excitement Continues...,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401001.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401001.pdf,"""And the Excitement Continues...""",,Spring-Summer 2006,Dolace McLean
+,2451/61976,"Calderaro, Michela A.",,2006,,"Michela A. Calderaro, ""An Interview with Lorna Goodison,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/anr5-8gzt",https://doi.org/10.33682/anr5-8gzt,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,An Interview with Lorna Goodison,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401103.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401103.pdf,An Interview with Lorna Goodison,,Spring-Summer 2006,Michela A. Calderaro
+,2451/61976,"Mahabir, Dr. Kumar",,2006,,"Dr. Kumar Mahabir, ""East Indians/South Asians in the Caribbean,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/qf4k-87a3",https://doi.org/10.33682/qf4k-87a3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,East Indians/South Asians in the Caribbean,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401087.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401087.pdf,East Indians/South Asians in the Caribbean,,Spring-Summer 2006,Dr. Kumar Mahabir
+,2451/61976,"Edgell, Zee",,2006,,"Zee Edgell, ""My Father and the Confederate Soldier,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/axjf-5tkn",https://doi.org/10.33682/axjf-5tkn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,My Father and the Confederate Soldier,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401022.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401022.pdf,My Father and the Confederate Soldier,,Spring-Summer 2006,Zee Edgell
+,2451/61976,"Dabydeen, Cyril",,2006,,"Cyril Dabydeen, ""See How They Run,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/wur3-rtsc",https://doi.org/10.33682/wur3-rtsc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,See How They Run,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401047.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401047.pdf,See How They Run,,Spring-Summer 2006,Cyril Dabydeen
+,2451/61976,"Ombre, Ellen",,2006,,"Ellen Ombre, ""Shreds,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/e1bg-rqpk",https://doi.org/10.33682/e1bg-rqpk,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Shreds,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401028.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401028.pdf,Shreds,,Spring-Summer 2006,Ellen Ombre
+,2451/61976,"Ombre, Ellen",,2006,,"Ellen Ombre, ""Amsterdam,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/vt2h-w2v9",https://doi.org/10.33682/vt2h-w2v9,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Amsterdam,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401123.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401123.pdf,Amsterdam,,Spring-Summer 2006,Ellen Ombre
+,2451/61976,"Fabius, Carine",,2006,,"Carine Fabius, ""Missive From A California Haitian Living With A Frenchman,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/a51u-8j58",https://doi.org/10.33682/a51u-8j58,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Missive From A California Haitian Living With A Frenchman,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401101.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401101.pdf,Missive From A California Haitian Living With A Frenchman,,Spring-Summer 2006,Carine Fabius
+,2451/61976,"Cooper-Clark, Diana",,2006,,"Diana Cooper-Clark, ""Visual Journeys: The Art of Anna Ruth Henriques,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/r57m-kdjf",https://doi.org/10.33682/r57m-kdjf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Visual Journeys: The Art of Anna Ruth Henriques,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401007.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401007.pdf,Visual Journeys: The Art of Anna Ruth Henriques,,Spring-Summer 2006,Diana Cooper-Clark
+,2451/61976,"Alexis, Gérald",,2006,,"Gérald Alexis, ""Marie-Therese Dupoux: Marithou,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/kpyj-80cz",https://doi.org/10.33682/kpyj-80cz,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Marie-Therese Dupoux: Marithou,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401107.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401107.pdf,Marie-Therese Dupoux: Marithou,,Spring-Summer 2006,Gérald Alexis
+,2451/61976,"Topac, Elvine",,2006,,"Elvine Topac, ""Osaira Muyale: Self, Memory and Exile,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/w3ep-bytc",https://doi.org/10.33682/w3ep-bytc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Osaira Muyale: Self, Memory and Exile",Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401056.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401056.pdf,"Osaira Muyale: Self, Memory and Exile",,Spring-Summer 2006,Elvine Topac
+,2451/61976,"Gi, Kit-Ling Tjon Pian",,2006,,"Kit-Ling Tjon Pian Gi, ""Self-Portrait of the Artist Speaking in the Third Person,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/8y2r-s14v",https://doi.org/10.33682/8y2r-s14v,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Self-Portrait of the Artist Speaking in the Third Person,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401072.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401072.pdf,Self-Portrait of the Artist Speaking in the Third Person,,Spring-Summer 2006,Kit-Ling Tjon Pian Gi
+,2451/61976,"Jack, Deborah",,2006,,"Deborah Jack, ""Foremothers: Motherlines Or Breast Feeding the Diaspora,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/x9aj-tfa9",https://doi.org/10.33682/x9aj-tfa9,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Foremothers: Motherlines Or Breast Feeding the Diaspora,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401004.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401004.pdf,Foremothers: Motherlines Or Breast Feeding the Diaspora,,Spring-Summer 2006,Deborah Jack
+,2451/61976,"Haidarali, Laila",,2006,,"Laila Haidarali, ""Brown,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 1 (Spring-Summer 2006), https://doi.org/10.33682/nrtv-nfm4",https://doi.org/10.33682/nrtv-nfm4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Brown,Article,1,Calabash: a Journal of Caribbean Arts and Letters,4,0401021.pdf,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401021.pdf,Brown,,Spring-Summer 2006,Laila Haidarali
