pdf_filename,author,author_index,author_problem,issue,volume,date-iso,date-text,issueurl,pdfname,title,title_noquotes,issn,journaltitle,publisher
0202070.pdf,Mia Leonin,"Leonin, Mia",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202070.pdf,Fatima -- Hand on Fire,Fatima -- Hand on Fire,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202071.pdf,Nicolette Bethel,"Bethel, Nicolette",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202071.pdf,The Scotsman Gives Lily Her Name,The Scotsman Gives Lily Her Name,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202072.pdf,Roxanna Fon,"Fon, Roxanna",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202072.pdf,Not Dancing with My Mother,Not Dancing with My Mother,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
tengo una pena en el alma.pdf,Janet Arelis Quezada,"Quezada, Janet Arelis",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,tengo una pena en el alma.pdf,tengo una pena en el alma,tengo una pena en el alma,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
A View.pdf,Enith Tate,"Tate, Enith",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,A View.pdf,A View,A View,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Keeping Dreams.pdf,Enith Tate,"Tate, Enith",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Keeping Dreams.pdf,Keeping Dreams,Keeping Dreams,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Polished.pdf,Louisa Nurse,"Nurse, Louisa",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Polished.pdf,Polished,Polished,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Colonizer.pdf,Jennifer Walcott,"Walcott, Jennifer",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Colonizer.pdf,Colonizer,Colonizer,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Example.pdf,Shayla Hawkins,"Hawkins, Shayla",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Example.pdf,Example,Example,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Manchineel.pdf,Shayla Hawkins,"Hawkins, Shayla",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Manchineel.pdf,Manchineel,Manchineel,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Mango Virgin.pdf,Shayla Hawkins,"Hawkins, Shayla",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,The Mango Virgin.pdf,The Mango Virgin,The Mango Virgin,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
t Speak French.pdf,Isabelle-Pierre Rollin,"Rollin, Isabelle-Pierre",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,I Don't Speak French.pdf,I Don't Speak French,I Don't Speak French,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202073.pdf,Roxanna Fon,"Fon, Roxanna",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202073.pdf,"""Why are you taking pictures of that shit?""",Why are you taking pictures of that shit?,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202074.pdf,Sassy Ross,"Ross, Sassy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202074.pdf,On Being Long-Winded,On Being Long-Winded,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202076.pdf,Pascal LaFontant,"LaFontant, Pascal",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202076.pdf,Restitution,Restitution,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202138.pdf,Katia Ulysse,"Ulysse, Katia",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202138.pdf,Doll Party (Baptéme de Poupèe),Doll Party (Baptéme de Poupèe),1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202140.pdf,Phebus Etienne,"Etienne, Phebus",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202140.pdf,Black Enough,Black Enough,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202141.pdf,Bonafide Rojas,"Rojas, Bonafide",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202141.pdf,Basquiat,Basquiat,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
a study in students.pdf,Claire Ince,"Ince, Claire",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,a study in students.pdf,a study in students,a study in students,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Dear Claude.pdf,Maggie Harris,"Harris, Maggie",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Dear Claude.pdf,Dear Claude,Dear Claude,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Harvest.pdf,Maggie Harris,"Harris, Maggie",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Harvest.pdf,Harvest,Harvest,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
the leaving.pdf,Quraysh Ali Lasana,"Lasana, Quraysh Ali",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,the leaving.pdf,the leaving,the leaving,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
truth.pdf,Quraysh Ali Lasana,"Lasana, Quraysh Ali",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,truth.pdf,truth,truth,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
I Glad Fuh De Res.pdf,Deanne Kennedy,"Kennedy, Deanne",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,I Glad Fuh De Res.pdf,I Glad Fuh De Res,I Glad Fuh De Res,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Return To Old Lombe.pdf,Dorus Vrede,"Vrede, Dorus",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Return To Old Lombe.pdf,Return to Old Lombe,Return to Old Lombe,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Raven In My Arms.pdf,Monique S. Simon,"Simon, Monique S.",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Raven In My Arms.pdf,Raven In My Arms,Raven In My Arms,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Eleven Plus.pdf,Deanne Kennedy,"Kennedy, Deanne",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,The Eleven Plus.pdf,The Eleven Plus,The Eleven Plus,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202144.pdf,Bonafide Rojas,"Rojas, Bonafide",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202144.pdf,Life: (un)titled,Life: (un)titled,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202146.pdf,Colin Robinson,"Robinson, Colin",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202146.pdf,The Mechanic,The Mechanic,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202149.pdf,Christian A. Campbell,"Campbell, Christian A.",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202149.pdf,Woy,Woy,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202150.pdf,Peggy Garrison,"Garrison, Peggy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202150.pdf,Customs,Customs,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202151.pdf,Peggy Garrison,"Garrison, Peggy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202151.pdf,Edgy,Edgy,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202153.pdf,Peggy Garrison,"Garrison, Peggy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202153.pdf,Right Ripe,Right Ripe,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
paregoric.pdf,Quraysh Ali Lasana,"Lasana, Quraysh Ali",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,paregoric.pdf,paregoric,paregoric,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
heaven.pdf,Quraysh Ali Lasana,"Lasana, Quraysh Ali",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,heaven.pdf,heaven,heaven,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Marooning.pdf,Patrick Sylvain,"Sylvain, Patrick",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Marooning.pdf,Marooning,Marooning,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
A Palace of Mourners.pdf,Patrick Sylvain,"Sylvain, Patrick",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,A Palace of Mourners.pdf,A Palace Of Mourners,A Palace Of Mourners,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Rhythms Memories Whips.pdf,Patrick Sylvain,"Sylvain, Patrick",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Rhythms Memories Whips.pdf,"Rhythms, Memories & Whips","Rhythms, Memories & Whips",1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Prison Bread.pdf,Enith Martin Williams,"Williams, Enith Martin",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Prison Bread.pdf,Prison Bread,Prison Bread,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Many Faiths Of Sir Wilfred.pdf,Robert Edison Sandiford,"Sandiford, Robert Edison",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,The Many Faiths Of Sir Wilfred.pdf,The Many Faiths Of Sir Wilfred Knight,The Many Faiths Of Sir Wilfred Knight,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Recovering History Bone by Bone.pdf,Myriam J. A. Chancy,"Chancy, Myriam J. A.",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Recovering History Bone by Bone.pdf,Recovering History Bone By Bone: An Interview With Edwidge Danticat,Recovering History Bone By Bone: An Interview With Edwidge Danticat,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
A Taste Of Coffee.pdf,Edwidge Danticat,"Danticat, Edwidge",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,A Taste Of Coffee.pdf,A Taste Of Coffee: An Essay,A Taste Of Coffee: An Essay,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Promises Should Be Kept.pdf,Nydia Ecury,"Ecury, Nydia",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Promises Should Be Kept.pdf,Promises Should Be Kept,Promises Should Be Kept,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202154.pdf,Peggy Garrison,"Garrison, Peggy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202154.pdf,Switching,Switching,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202156.pdf,Peggy Garrison,"Garrison, Peggy",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202156.pdf,When,When,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202162.pdf,Jacqueline Joan Johnson,"Johnson, Jacqueline Joan",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202162.pdf,Search,Search,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202163.pdf,Jacqueline Joan Johnson,"Johnson, Jacqueline Joan",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202163.pdf,Bruised Fruit (Pantoun -- A Variation),Bruised Fruit (Pantoun -- A Variation),1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202164.pdf,Jacqueline Joan Johnson,"Johnson, Jacqueline Joan",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202164.pdf,Small Things God,Small Things God,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202166.pdf,Jacqueline Joan Johnson,"Johnson, Jacqueline Joan",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202166.pdf,Bedstuy Notebook,Bedstuy Notebook,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Southernmost Point.pdf,Lourdes Vazquez,"Vazquez, Lourdes",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,The Southernmost Point.pdf,The Southernmost Point,The Southernmost Point,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Brown Girl In The Ring.pdf,Jacqueline Bishop,"Bishop, Jacqueline",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Brown Girl In The Ring.pdf,Brown Girl In The Ring,Brown Girl In The Ring,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
s Blues.pdf,Gus Edwards,"Edwards, Gus",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Calypso Man's Blues.pdf,Calypso Man's Blues,Calypso Man's Blues,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
This Place.pdf,James Carmicheal,"Carmicheal, James",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,This Place.pdf,This Place,This Place,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Fight On The Playground.pdf,Billison O. Hainsley,"Hainsley, Billison O.",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Fight On The Playground.pdf,Fight On The Playground,Fight On The Playground,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Meeting Place of Creole.pdf,Patricia J. Saunders,"Saunders, Patricia J.",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,The Meeting Place of Creole.pdf,The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
No Matter What.pdf,Nydia Ecury,"Ecury, Nydia",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,No Matter What.pdf,No Matter What,No Matter What,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Which Other One.pdf,Nydia Ecury,"Ecury, Nydia",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Which Other One.pdf,Which Other One,Which Other One,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Modern Literature in English.pdf,Fabian Adekunle Badejo,"Badejo, Fabian Adekunle",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Modern Literature in English.pdf,Modern Literature In English In The Dutch Windward Islands,Modern Literature In English In The Dutch Windward Islands,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
A Writer In The Carribean.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,A Writer In The Carribean.pdf,A Writer In The Carribean,A Writer In The Carribean,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Visual Art Of The Francap.pdf,Dominique Brebion,"Brebion, Dominique",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,The Visual Art Of The Francap.pdf,The Visual Art of the Francophone Carribean,The Visual Art of the Francophone Carribean,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202167.pdf,C.M. Harclyde Walcott,"Walcott, C.M. Harclyde",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202167.pdf,The Seed,The Seed,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0202168.pdf,C.M. Harclyde Walcott,"Walcott, C.M. Harclyde",,2,2,2003,Summer-Fall 2003,http://www.nyu.edu/calabash/vol2no2/,0202168.pdf,Imagining,Imagining,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Cruising.pdf,Kevin Clark Power,"Power, Kevin Clark",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Cruising.pdf,Cruising: Contemporary Art of the Anglophone Carribean,Cruising: Contemporary Art of the Anglophone Carribean,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Death and Apathy.pdf,Patrick Sylvain,"Sylvain, Patrick",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Death and Apathy.pdf,Death & Apathy at the Crossroads,Death & Apathy at the Crossroads,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Writing the Self.pdf,Shara McCallum,"McCallum, Shara",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Writing the Self.pdf,"Writing the Self, the Self that Writes","Writing the Self, the Self that Writes",1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Tur hende a papia un ko.pdf,Rose Mary Allen,"Allen, Rose Mary",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Tur hende a papia un ko.pdf,Tur hende a papia un ko - African Curacoan Women,Tur hende a papia un ko - African Curacoan Women,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Espana inmortal.pdf,Micheal A. Brown,"Brown, Micheal A.",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Espana inmortal.pdf,España inmortal - Lorenzo Homar's Prints,España inmortal - Lorenzo Homar's Prints,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Tropical Excess.pdf,Gerard Dapena,"Dapena, Gerard",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Tropical Excess.pdf,Tropical Excess: Carribean Art & The Baroque,Tropical Excess: Carribean Art & The Baroque,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Spirit Travellers.pdf,Edward J. Sullivan,"Sullivan, Edward J.",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Spirit Travellers.pdf,Spirit Travellers: Painting By Edouard Duval-Carrie,Spirit Travellers: Painting By Edouard Duval-Carrie,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
The Landing.pdf,Duval-Carrie Edouard,"Edouard, Duval-Carrie",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,The Landing.pdf,Artist Statement,Artist Statement,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Monsanto Statement.pdf,Tony Monsanto,"Monsanto, Tony",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,Monsanto Statement.pdf,Artist Statement,Artist Statement,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
True Music Of The Spheres.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,2,1,2001,Spring-Summer 2001,http://www.nyu.edu/calabash/vol1no2/,True Music Of The Spheres.pdf,True Music Of The Spheres: A Review Of Paule Marshall's The Fisher King,True Music Of The Spheres: A Review Of Paule Marshall's The Fisher King,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Words Give Love Too.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Words Give Love Too.pdf,Words Give Love Too: A Review,Words Give Love Too: A Review,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
Micheal Richards.pdf,Christine Y. Kim|Franklin Sirmans,"Kim, Christine Y.;Sirmans, Franklin",,1,2,2002,Fall 2002,http://www.nyu.edu/calabash/vol2no1/,Micheal Richards.pdf,Micheal Richards,Micheal Richards,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401001.pdf,Dolace McLean,"McLean, Dolace",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401001.pdf,"""And the Excitement Continues...""",And the Excitement Continues...,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401103.pdf,Michela A. Calderaro,"Calderaro, Michela A.",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401103.pdf,An Interview with Lorna Goodison,An Interview with Lorna Goodison,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401087.pdf,Dr. Kumar Mahabir,"Mahabir, Dr. Kumar",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401087.pdf,East Indians/South Asians in the Caribbean,East Indians/South Asians in the Caribbean,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401022.pdf,Zee Edgell,"Edgell, Zee",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401022.pdf,My Father and the Confederate Soldier,My Father and the Confederate Soldier,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401047.pdf,Cyril Dabydeen,"Dabydeen, Cyril",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401047.pdf,See How They Run,See How They Run,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401028.pdf,Ellen Ombre,"Ombre, Ellen",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401028.pdf,Shreds,Shreds,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401123.pdf,Ellen Ombre,"Ombre, Ellen",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401123.pdf,Amsterdam,Amsterdam,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401101.pdf,Carine Fabius,"Fabius, Carine",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401101.pdf,Missive From A California Haitian Living With A Frenchman,Missive From A California Haitian Living With A Frenchman,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401007.pdf,Diana Cooper-Clark,"Cooper-Clark, Diana",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401007.pdf,Visual Journeys: The Art of Anna Ruth Henriques,Visual Journeys: The Art of Anna Ruth Henriques,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401107.pdf,Gérald Alexis,"Alexis, Gérald",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401107.pdf,Marie-Therese Dupoux: Marithou,Marie-Therese Dupoux: Marithou,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
